Pseudogene_ID,Control_Count,Diseased_Count
ENSSG085583191,84,168
ENSSG578995023,106,105
ENSSG655295234,92,91
ENSSG503649976,85,86
ENSSG927648854,98,101
ENSSG425333581,107,103
ENSSG481007441,119,123
ENSSG242269966,77,75
ENSSG315199150,112,117
ENSSG833549331,114,117
ENSSG270278459,107,109
ENSSG681527479,119,114
ENSSG945651298,116,113
ENSSG186133146,106,108
ENSSG239381079,111,108
ENSSG702227869,101,105
ENSSG797310819,104,102
ENSSG514041429,112,112
ENSSG875794451,97,94
ENSSG801577013,95,91
ENSSG913695912,106,104
ENSSG229393917,90,89
ENSSG646299519,105,103
ENSSG830795633,106,53
ENSSG535752361,97,92
ENSSG583796508,101,99
ENSSG397327958,110,111
ENSSG007790356,96,96
ENSSG001488464,101,101
ENSSG637229161,109,108
ENSSG220064717,107,110
ENSSG556128584,116,113
ENSSG009417835,85,82
ENSSG969731547,114,117
ENSSG618369594,112,108
ENSSG365523805,101,100
ENSSG108015716,86,84
ENSSG010494258,111,109
ENSSG823421659,93,46
ENSSG198203584,95,100
ENSSG036327113,88,83
ENSSG756675252,90,85
ENSSG265878666,103,51
ENSSG911290866,117,114
ENSSG676509450,84,86
ENSSG591802175,99,102
ENSSG697207347,107,106
ENSSG937152251,83,83
ENSSG826982553,92,88
ENSSG307317116,88,85
ENSSG668340198,106,53
ENSSG608656697,83,85
ENSSG840739742,95,90
ENSSG636043127,115,111
ENSSG053069676,115,57
ENSSG076772290,108,107
ENSSG463363150,100,104
ENSSG133519364,108,104
ENSSG465250376,103,108
ENSSG040723361,114,114
ENSSG018823639,97,92
ENSSG678986958,89,89
ENSSG667920006,92,46
ENSSG698584847,105,105
ENSSG391696277,107,214
ENSSG893440693,112,110
ENSSG579490624,81,76
ENSSG369621044,104,208
ENSSG598860984,88,89
ENSSG797327319,110,110
ENSSG986035028,96,100
ENSSG359151483,107,112
ENSSG499147725,94,90
ENSSG765358361,108,110
ENSSG724358549,96,99
ENSSG178525298,98,98
ENSSG876261006,79,74
ENSSG988579056,99,102
ENSSG958661610,86,91
ENSSG631115908,96,94
ENSSG810027766,86,88
ENSSG447322076,92,96
ENSSG664759671,102,97
ENSSG419704098,116,120
ENSSG567643885,118,115
ENSSG967851181,95,95
ENSSG436095816,102,98
ENSSG762503626,83,81
ENSSG788552641,103,101
ENSSG540752976,116,118
ENSSG966065988,98,94
ENSSG561728982,91,88
ENSSG486574006,95,98
ENSSG719872748,107,112
ENSSG974379688,104,102
ENSSG956761193,102,100
ENSSG600023661,94,98
ENSSG833685383,121,126
ENSSG112030867,109,113
ENSSG806202973,102,104
ENSSG952927619,105,106
ENSSG597443857,106,106
ENSSG143134629,101,106
ENSSG159622980,93,95
ENSSG934670695,110,108
ENSSG828996070,89,87
ENSSG655685839,93,89
ENSSG449875276,111,115
ENSSG506627663,101,106
ENSSG153692950,110,106
ENSSG771772462,95,92
ENSSG711658943,95,97
ENSSG602059570,104,106
ENSSG940884321,110,108
ENSSG027627411,104,109
ENSSG359175652,100,101
ENSSG130360119,122,127
ENSSG589088317,99,103
ENSSG136047375,109,112
ENSSG606036290,106,111
ENSSG443696311,93,97
ENSSG858476815,79,84
ENSSG596682871,88,85
ENSSG863470548,86,89
ENSSG573899454,101,101
ENSSG650849133,114,118
ENSSG001493705,126,129
ENSSG699808349,113,108
ENSSG019176952,100,102
ENSSG581214028,107,105
ENSSG156828451,107,109
ENSSG496509653,98,103
ENSSG914686931,99,94
ENSSG654053669,87,84
ENSSG511940282,101,97
ENSSG721606980,91,94
ENSSG972327649,106,101
ENSSG759475446,102,103
ENSSG272726127,111,116
ENSSG900336589,88,90
ENSSG535675131,89,88
ENSSG475312070,100,95
ENSSG759426276,115,119
ENSSG270544532,103,51
ENSSG521027637,102,103
ENSSG793092192,120,117
ENSSG420402119,109,109
ENSSG080888007,101,105
ENSSG667354901,98,94
ENSSG392126207,104,107
ENSSG904851048,101,202
ENSSG486279189,109,111
ENSSG562638567,99,97
ENSSG958928203,97,102
ENSSG802944291,94,97
ENSSG797238665,99,102
ENSSG459052339,81,77
ENSSG824515218,99,95
ENSSG059738971,121,117
ENSSG303742698,101,98
ENSSG753067903,90,180
ENSSG411378164,95,98
ENSSG159796814,91,94
ENSSG635814705,113,118
ENSSG142243009,106,110
ENSSG055263959,87,82
ENSSG853025370,93,92
ENSSG134614544,97,48
ENSSG678040634,90,91
ENSSG431516120,97,100
ENSSG261861259,99,104
ENSSG037797785,107,53
ENSSG461257730,109,109
ENSSG874437973,89,84
ENSSG201306258,88,92
ENSSG453644073,101,100
ENSSG980869392,99,95
ENSSG839414537,102,105
ENSSG254152279,113,226
ENSSG007704692,111,108
ENSSG654800689,105,108
ENSSG365728899,115,116
ENSSG401767276,94,97
ENSSG910249638,95,99
ENSSG177198377,101,101
ENSSG538640258,91,90
ENSSG942728526,103,99
ENSSG533018873,116,120
ENSSG989947934,122,244
ENSSG574720128,87,86
ENSSG007123144,89,85
ENSSG766250668,97,93
ENSSG912840601,110,220
ENSSG242617576,90,86
ENSSG784601484,117,112
ENSSG624558828,96,96
ENSSG085643185,116,111
ENSSG408192843,103,107
ENSSG042037536,101,106
ENSSG411610522,106,109
ENSSG473377888,68,65
ENSSG419701009,107,104
ENSSG132827168,110,110
ENSSG954404168,104,106
ENSSG990087859,108,106
ENSSG461324693,100,50
ENSSG166630281,96,96
ENSSG790401843,106,111
ENSSG691527353,100,99
ENSSG970020737,98,99
ENSSG730880479,97,96
ENSSG412775674,90,180
ENSSG176928383,90,90
ENSSG338621422,91,93
ENSSG159821004,96,95
ENSSG680156169,111,114
ENSSG148829644,113,110
ENSSG853279174,96,96
ENSSG917096483,89,86
ENSSG662821846,94,47
ENSSG497285946,90,88
ENSSG821230906,107,104
ENSSG837016913,103,101
ENSSG463191955,101,101
ENSSG853569772,97,100
ENSSG426649080,104,102
ENSSG514893133,116,115
ENSSG488674581,96,95
ENSSG168865192,104,109
ENSSG665785685,109,110
ENSSG925643938,111,112
ENSSG031404149,111,109
ENSSG295238663,107,103
ENSSG433371071,86,82
ENSSG025782396,88,89
ENSSG762859601,86,87
ENSSG233316172,89,85
ENSSG842837549,112,107
ENSSG708188197,93,94
ENSSG403536037,93,88
ENSSG455508861,109,107
ENSSG456932805,87,86
ENSSG988474317,106,102
ENSSG617473522,81,84
ENSSG910114425,92,92
ENSSG171333649,91,88
ENSSG481179120,101,101
ENSSG617697724,101,100
ENSSG351827233,86,86
ENSSG700741804,94,94
ENSSG418086497,99,100
ENSSG293287425,107,112
ENSSG707661806,120,115
ENSSG025658685,102,105
ENSSG147488711,76,81
ENSSG960018049,111,115
ENSSG726821905,113,108
ENSSG829527044,101,101
ENSSG928365823,85,81
ENSSG016992496,117,58
ENSSG135909643,97,92
ENSSG569402721,104,107
ENSSG586051358,87,89
ENSSG513076788,93,94
ENSSG304607013,105,109
ENSSG043029851,114,118
ENSSG682100191,112,109
ENSSG157309888,111,115
ENSSG960340466,105,109
ENSSG213564431,99,96
ENSSG390453579,108,54
ENSSG349911078,102,102
ENSSG723836906,94,91
ENSSG055342833,96,92
ENSSG321728703,114,110
ENSSG553655272,95,97
ENSSG595185633,117,115
ENSSG997170907,88,92
ENSSG001475355,109,105
ENSSG838176297,100,50
ENSSG268406168,98,103
ENSSG500829862,112,109
ENSSG737209160,115,116
ENSSG986699157,87,87
ENSSG139151016,108,110
ENSSG536093992,99,99
ENSSG885194828,98,99
ENSSG967065202,99,101
ENSSG059485799,93,95
ENSSG306625253,104,104
ENSSG462429735,86,81
ENSSG535431149,105,102
ENSSG971040092,102,204
ENSSG725157859,101,106
ENSSG415641285,101,99
ENSSG237402321,95,94
ENSSG652119914,88,176
ENSSG827868441,108,111
ENSSG521572262,109,113
ENSSG270552704,96,48
ENSSG563158446,90,95
ENSSG151397731,102,98
ENSSG629632937,98,196
ENSSG152063865,85,81
ENSSG776461301,104,106
ENSSG595209863,120,115
ENSSG615274663,96,98
ENSSG759581098,94,91
ENSSG379186259,86,172
ENSSG365878055,119,124
ENSSG180650865,98,103
ENSSG545003889,88,87
ENSSG290903924,99,99
ENSSG367759002,88,88
ENSSG528823794,89,86
ENSSG327693254,84,84
ENSSG653157491,101,105
ENSSG166238644,85,170
ENSSG931664073,97,101
ENSSG608939474,94,97
ENSSG984769938,85,89
ENSSG238597194,116,121
ENSSG757177553,96,96
ENSSG672599296,109,106
ENSSG206074229,105,105
ENSSG246089027,97,48
ENSSG361413245,81,83
ENSSG555360363,94,94
ENSSG552656222,107,105
ENSSG770776521,118,116
ENSSG118411582,121,124
ENSSG656792769,86,85
ENSSG290935915,97,102
ENSSG173301277,94,98
ENSSG285896350,94,99
ENSSG622210344,103,108
ENSSG796580309,106,107
ENSSG378992699,106,103
ENSSG132365981,115,114
ENSSG033450778,120,125
ENSSG890372630,112,112
ENSSG552309495,102,103
ENSSG394542506,91,92
ENSSG143833485,91,96
ENSSG296024123,108,104
ENSSG292836594,86,172
ENSSG513604006,105,110
ENSSG828028530,94,93
ENSSG210896496,110,113
ENSSG257550583,105,109
ENSSG450123372,105,102
ENSSG216542356,89,85
ENSSG664381982,91,96
ENSSG430050745,94,91
ENSSG270644926,104,106
ENSSG533474656,113,109
ENSSG602121426,103,107
ENSSG838887090,97,48
ENSSG250389011,97,194
ENSSG574856224,102,98
ENSSG575201549,123,118
ENSSG806767109,112,111
ENSSG822858057,101,104
ENSSG398736245,107,108
ENSSG755120949,90,93
ENSSG464497944,95,97
ENSSG565003279,99,95
ENSSG394069182,102,104
ENSSG318524749,102,103
ENSSG541228806,84,86
ENSSG542333157,80,76
ENSSG773703020,102,97
ENSSG383222760,112,115
ENSSG073197718,91,94
ENSSG580385563,97,95
ENSSG685445147,97,101
ENSSG717679975,84,85
ENSSG842958460,106,106
ENSSG918388682,111,109
ENSSG102498642,100,104
ENSSG073401203,79,80
ENSSG531979533,86,85
ENSSG075625216,94,92
ENSSG672288722,99,104
ENSSG901223628,107,102
ENSSG299270510,98,103
ENSSG526729646,102,106
ENSSG628478746,88,87
ENSSG891054129,95,99
ENSSG628228268,89,93
ENSSG337104660,117,234
ENSSG206444219,84,89
ENSSG328116865,108,216
ENSSG093839893,105,103
ENSSG010652583,94,94
ENSSG732180415,100,103
ENSSG873984445,80,81
ENSSG116328279,104,106
ENSSG083996383,110,110
ENSSG636114244,107,111
ENSSG797049776,84,42
ENSSG305466853,97,99
ENSSG152374110,92,97
ENSSG420925856,115,114
ENSSG668862556,95,92
ENSSG262907703,109,114
ENSSG251508253,88,93
ENSSG129479726,82,86
ENSSG528902223,100,97
ENSSG828608236,79,74
ENSSG921113770,94,97
ENSSG530830810,109,109
ENSSG743065897,120,118
ENSSG225360522,106,108
ENSSG576049457,96,100
ENSSG022112323,96,91
ENSSG947589098,95,99
ENSSG304626460,82,80
ENSSG124336142,94,94
ENSSG689133121,117,113
ENSSG000115612,110,110
ENSSG120718355,93,95
ENSSG032406051,93,95
ENSSG763312106,99,101
ENSSG342339173,108,103
ENSSG355606109,111,112
ENSSG485344034,76,81
ENSSG919621947,124,124
ENSSG780599018,113,117
ENSSG516072624,100,100
ENSSG245647982,97,194
ENSSG523419208,80,76
ENSSG722746826,101,103
ENSSG387985753,125,126
ENSSG283141100,103,103
ENSSG093701416,102,102
ENSSG219573425,93,88
ENSSG302033135,106,105
ENSSG558848774,112,108
ENSSG555275282,102,102
ENSSG680648380,107,110
ENSSG339863226,90,93
ENSSG483678123,104,104
ENSSG402886199,109,114
ENSSG839623024,92,46
ENSSG368263170,93,92
ENSSG892389217,88,93
ENSSG465813812,97,102
ENSSG254318748,99,102
ENSSG876149481,94,96
ENSSG649691780,97,97
ENSSG477486970,93,96
ENSSG670647394,105,100
ENSSG580667049,113,109
ENSSG633733011,111,113
ENSSG323215326,92,96
ENSSG457111221,109,111
ENSSG325029866,97,102
ENSSG928346309,100,105
ENSSG833477394,80,75
ENSSG411213750,99,94
ENSSG945999627,94,96
ENSSG258263968,112,115
ENSSG800442229,106,101
ENSSG449145981,99,101
ENSSG521245477,101,202
ENSSG367305219,94,97
ENSSG685425997,107,106
ENSSG334453395,102,107
ENSSG617399710,115,114
ENSSG863396955,110,109
ENSSG434462829,96,101
ENSSG130817551,102,106
ENSSG725261311,111,113
ENSSG828483066,96,192
ENSSG349171592,101,100
ENSSG217053286,96,93
ENSSG685131214,109,112
ENSSG545581882,102,97
ENSSG478620436,94,47
ENSSG271787407,91,95
ENSSG280782525,89,86
ENSSG461234642,116,116
ENSSG366415411,98,96
ENSSG994581321,95,98
ENSSG644194038,100,96
ENSSG360585622,105,210
ENSSG222094655,93,97
ENSSG347278618,102,100
ENSSG059605454,104,102
ENSSG065821848,112,112
ENSSG986981630,109,111
ENSSG114017858,82,80
ENSSG122243858,97,95
ENSSG392999433,76,75
ENSSG970384537,106,109
ENSSG866401220,96,99
ENSSG161218314,112,109
ENSSG625138613,109,104
ENSSG965206872,94,94
ENSSG066181320,97,194
ENSSG272696755,107,109
ENSSG575164503,90,87
ENSSG429773984,95,91
ENSSG863368220,104,108
ENSSG069215701,98,96
ENSSG088423705,93,88
ENSSG984224169,100,97
ENSSG021087593,90,92
ENSSG353482862,93,94
ENSSG424477513,105,100
ENSSG884850999,93,98
ENSSG208246239,90,94
ENSSG793973208,96,101
ENSSG122370948,100,95
ENSSG728906921,104,104
ENSSG639313591,92,87
ENSSG146539194,95,93
ENSSG117151892,91,92
ENSSG169891281,101,105
ENSSG739740770,94,94
ENSSG565003352,96,95
ENSSG096959879,81,80
ENSSG934425503,88,176
ENSSG957020436,109,114
ENSSG979775488,97,93
ENSSG155557667,113,109
ENSSG425474386,113,110
ENSSG551827179,94,99
ENSSG199922624,105,104
ENSSG211735941,96,94
ENSSG186080329,88,88
ENSSG653230024,95,47
ENSSG783609535,109,112
ENSSG789308281,95,96
ENSSG292470881,105,52
ENSSG168060015,85,81
ENSSG237204989,103,107
ENSSG692986842,107,109
ENSSG329363341,92,89
ENSSG823097845,88,91
ENSSG138051674,121,126
ENSSG937148577,81,79
ENSSG691910053,123,118
ENSSG146299747,97,98
ENSSG380033946,104,108
ENSSG672218333,106,110
ENSSG655563810,104,103
ENSSG728078403,95,97
ENSSG473674180,104,102
ENSSG836692397,108,104
ENSSG361012435,96,100
ENSSG965702682,103,102
ENSSG389704936,110,113
ENSSG952676102,93,91
ENSSG901147403,88,88
ENSSG034259101,113,117
ENSSG811287263,98,97
ENSSG492392095,97,96
ENSSG482333470,97,97
ENSSG316708302,101,97
ENSSG858029480,100,104
ENSSG032324228,122,127
ENSSG124172822,96,92
ENSSG355385865,92,94
ENSSG343432896,91,89
ENSSG189965260,93,91
ENSSG321977599,96,192
ENSSG519348473,82,82
ENSSG851405672,95,90
ENSSG022716095,118,117
ENSSG725700148,94,91
ENSSG000316533,91,86
ENSSG126627786,105,108
ENSSG743269933,103,99
ENSSG348814757,93,91
ENSSG230136323,101,101
ENSSG919772146,88,90
ENSSG308074175,91,91
ENSSG573062526,114,109
ENSSG759212780,98,99
ENSSG459527693,101,103
ENSSG932153857,84,80
ENSSG668103647,107,103
ENSSG460963218,112,116
ENSSG608272740,96,97
ENSSG772556908,104,108
ENSSG093232547,110,115
ENSSG243107855,109,107
ENSSG165247119,93,93
ENSSG179370670,103,100
ENSSG786810206,96,99
ENSSG753098085,110,111
ENSSG839952933,99,94
ENSSG076360123,111,109
ENSSG886404960,105,110
ENSSG301075535,114,118
ENSSG776357300,95,91
ENSSG697488747,107,102
ENSSG478485533,101,106
ENSSG705265834,113,110
ENSSG057446779,99,94
ENSSG086047815,99,95
ENSSG864972686,98,196
ENSSG148042563,110,107
ENSSG062682249,96,100
ENSSG027573764,107,214
ENSSG341372555,92,90
ENSSG840360560,103,98
ENSSG187034448,93,89
ENSSG605823162,101,102
ENSSG293333067,92,94
ENSSG148942828,101,99
ENSSG271777321,99,98
ENSSG292629594,81,85
ENSSG949338039,109,111
ENSSG861850171,110,105
ENSSG415381342,103,104
ENSSG509710944,103,102
ENSSG625882862,105,110
ENSSG758183165,98,100
ENSSG113306741,83,84
ENSSG937154477,126,123
ENSSG460488970,88,93
ENSSG012225974,139,134
ENSSG891023974,104,103
ENSSG423095732,107,112
ENSSG409579236,94,95
ENSSG356731665,113,117
ENSSG459218937,100,103
ENSSG293659626,94,98
ENSSG888306392,73,73
ENSSG866184286,103,103
ENSSG674020916,99,97
ENSSG264575319,101,96
ENSSG106997318,104,103
ENSSG934227004,99,100
ENSSG955640848,106,53
ENSSG301937208,86,172
ENSSG418736885,110,108
ENSSG900477818,100,97
ENSSG707255806,97,101
ENSSG684565432,99,95
ENSSG621483032,118,116
ENSSG460768250,112,111
ENSSG119997568,119,114
ENSSG380340832,87,91
ENSSG863193834,96,91
ENSSG214179506,102,105
ENSSG067439216,89,89
ENSSG319764043,74,37
ENSSG762658155,99,97
ENSSG347300303,105,104
ENSSG815853037,110,108
ENSSG850033937,101,97
ENSSG376249698,115,119
ENSSG451073675,91,90
ENSSG968437922,118,122
ENSSG330524822,110,111
ENSSG936470096,95,98
ENSSG283800836,98,101
ENSSG469656973,91,90
ENSSG836888011,108,107
ENSSG243711026,99,103
ENSSG987142086,90,93
ENSSG223931877,96,99
ENSSG464078673,103,101
ENSSG829072819,105,102
ENSSG838570400,105,105
ENSSG181363605,121,126
ENSSG784006528,101,102
ENSSG120628577,102,105
ENSSG806689450,99,102
ENSSG525397052,100,99
ENSSG931081240,104,101
ENSSG272060824,106,106
ENSSG340569290,92,97
ENSSG260244390,102,107
ENSSG148114321,97,92
ENSSG229652560,75,77
ENSSG896455277,101,98
ENSSG924207812,98,49
ENSSG194344668,88,91
ENSSG968740624,98,96
ENSSG440265554,94,188
ENSSG935323418,99,101
ENSSG731827098,97,95
ENSSG741997926,95,98
ENSSG044937416,107,103
ENSSG390702373,101,103
ENSSG816381770,101,99
ENSSG234322785,99,104
ENSSG166324999,113,113
ENSSG670155354,97,95
ENSSG211440643,85,86
ENSSG288422092,105,107
ENSSG318523990,101,101
ENSSG942828834,99,100
ENSSG583390831,97,194
ENSSG114684851,100,96
ENSSG473331574,103,104
ENSSG145143098,97,94
ENSSG369484911,92,90
ENSSG169463247,88,83
ENSSG239214834,86,91
ENSSG019001957,90,85
ENSSG855773176,79,74
ENSSG328888249,105,100
ENSSG173607827,104,109
ENSSG778285289,97,101
ENSSG952268186,90,92
ENSSG717649084,119,116
ENSSG052602439,72,77
ENSSG828712727,80,83
ENSSG402469861,86,91
ENSSG693434743,103,100
ENSSG956653956,108,111
ENSSG108232318,91,90
ENSSG817476198,105,109
ENSSG198555022,103,51
ENSSG036804012,97,48
ENSSG611954001,106,108
ENSSG161186282,113,117
ENSSG297794041,111,106
ENSSG754165741,109,111
ENSSG294281394,117,122
ENSSG491154898,100,100
ENSSG239888457,94,47
ENSSG668973370,113,115
ENSSG970328876,116,112
ENSSG171944195,94,93
ENSSG163268567,88,84
ENSSG255673579,104,101
ENSSG439819705,113,117
ENSSG827100679,92,87
ENSSG043918686,108,104
ENSSG946744537,102,107
ENSSG399374540,101,96
ENSSG481534273,93,97
ENSSG897454119,99,103
ENSSG220209312,80,84
ENSSG862992565,99,101
ENSSG939911067,116,58
ENSSG705922035,109,111
ENSSG334957594,77,154
ENSSG411456687,103,107
ENSSG689962755,97,100
ENSSG223658414,88,85
ENSSG917847726,88,86
ENSSG643236428,117,119
ENSSG085641444,92,91
ENSSG583719797,90,45
ENSSG901560924,87,92
ENSSG997362867,107,102
ENSSG276593845,107,103
ENSSG518090876,90,86
ENSSG133373774,94,95
ENSSG486507173,94,92
ENSSG724109031,91,88
ENSSG746545268,100,98
ENSSG906995566,89,85
ENSSG886839436,97,99
ENSSG261805354,108,106
ENSSG826354249,84,81
ENSSG095032367,81,86
ENSSG278443359,105,108
ENSSG833799256,113,56
ENSSG340922037,117,118
ENSSG764189124,82,86
ENSSG533248027,106,107
ENSSG090798600,103,206
ENSSG037984172,100,102
ENSSG277596041,84,79
ENSSG298670100,85,83
ENSSG450671539,107,107
ENSSG301211814,92,46
ENSSG417730672,108,109
ENSSG686154840,107,104
ENSSG621857201,114,110
ENSSG439405290,106,105
ENSSG462195821,92,97
ENSSG636443518,105,103
ENSSG591082141,107,107
ENSSG284350700,86,88
ENSSG081612032,106,53
ENSSG168586398,99,102
ENSSG283322460,109,105
ENSSG170920977,88,90
ENSSG880904797,90,88
ENSSG845241241,104,108
ENSSG172022938,103,108
ENSSG013029572,101,50
ENSSG194105729,106,110
ENSSG185929524,110,109
ENSSG595109149,108,216
ENSSG690829129,99,95
ENSSG447763930,105,104
ENSSG894681161,95,93
ENSSG445393206,105,106
ENSSG637969148,102,98
ENSSG018328499,98,99
ENSSG379465545,91,182
ENSSG040478237,95,97
ENSSG268611180,103,101
ENSSG237175863,93,98
ENSSG954635333,103,99
ENSSG674727821,105,210
ENSSG755084470,108,103
ENSSG503560085,101,97
ENSSG937785476,88,87
ENSSG306742678,104,99
ENSSG195922928,97,97
ENSSG264939725,96,91
ENSSG942478547,106,102
ENSSG899472175,92,87
ENSSG066921936,104,105
ENSSG453093650,81,79
ENSSG414910378,94,89
ENSSG183751149,86,91
ENSSG366622656,109,108
ENSSG939958514,97,93
ENSSG851512367,89,87
ENSSG464329571,98,49
ENSSG771032936,99,96
ENSSG854751656,98,102
ENSSG309428301,95,94
ENSSG656596254,99,104
ENSSG766233895,89,93
ENSSG508946472,106,108
ENSSG801035640,101,102
ENSSG061304722,89,94
ENSSG463872577,92,95
ENSSG511028523,90,90
ENSSG988181870,86,86
ENSSG464904448,98,102
ENSSG032400545,107,109
ENSSG825848728,92,46
ENSSG900419189,119,119
ENSSG108649347,87,84
ENSSG980511115,104,104
ENSSG258584928,103,102
ENSSG558744577,103,100
ENSSG130488127,96,100
ENSSG879916375,89,93
ENSSG020341245,91,89
ENSSG501740550,110,114
ENSSG445334479,98,94
ENSSG705873164,95,97
ENSSG568880523,113,118
ENSSG142636160,86,84
ENSSG426683919,108,54
ENSSG424127255,104,99
ENSSG737088312,112,111
ENSSG100725323,102,98
ENSSG974707357,108,107
ENSSG361277572,91,95
ENSSG162484667,98,103
ENSSG659019406,88,87
ENSSG075665063,89,86
ENSSG918367732,91,182
ENSSG028280919,91,96
ENSSG152603777,102,106
ENSSG590416216,103,206
ENSSG012948607,107,110
ENSSG375279067,108,54
ENSSG443052360,90,94
ENSSG598419834,96,95
ENSSG311736706,101,101
ENSSG270201058,102,98
ENSSG346292742,86,88
ENSSG418964024,107,111
ENSSG169614658,107,109
ENSSG238724122,86,89
ENSSG959075199,107,109
ENSSG177413408,107,103
ENSSG551613267,88,87
ENSSG108051901,103,101
ENSSG897882698,88,93
ENSSG862344713,107,110
ENSSG884813221,106,102
ENSSG569387435,104,103
ENSSG311609529,117,120
ENSSG157829567,104,103
ENSSG835529452,102,104
ENSSG126665535,100,99
ENSSG125969731,82,80
ENSSG732965364,89,86
ENSSG656000985,92,88
ENSSG937031287,98,101
ENSSG909686292,91,91
ENSSG922235406,101,100
ENSSG036588756,101,96
ENSSG988784950,103,206
ENSSG121339771,111,114
ENSSG060608269,98,93
ENSSG663811229,83,83
ENSSG951971792,94,99
ENSSG702642475,99,198
ENSSG304843156,100,95
ENSSG086510044,114,118
ENSSG601565189,94,95
ENSSG928179310,86,90
ENSSG274471908,80,85
ENSSG990067475,101,104
ENSSG571172181,82,83
ENSSG364682744,93,91
ENSSG347557209,112,112
ENSSG541890471,105,105
ENSSG456896111,98,97
ENSSG801241647,112,110
ENSSG764445080,92,94
ENSSG367820346,115,112
ENSSG217777570,103,100
ENSSG447624645,101,101
ENSSG161836145,99,101
ENSSG150925721,98,102
ENSSG180039293,109,104
ENSSG163082570,115,116
ENSSG153171020,83,78
ENSSG594248928,89,89
ENSSG732525674,114,111
ENSSG184576667,107,109
ENSSG426945330,120,121
ENSSG018805309,110,111
ENSSG414915527,89,44
ENSSG520310705,88,90
ENSSG436162909,91,88
ENSSG181057675,117,122
ENSSG622236513,115,120
ENSSG602500002,99,95
ENSSG265648752,92,93
ENSSG590168193,101,103
ENSSG455822543,99,94
ENSSG972623859,105,210
ENSSG736434577,98,49
ENSSG505659903,91,93
ENSSG952237333,85,83
ENSSG117933896,83,87
ENSSG362661197,100,98
ENSSG210452846,88,86
ENSSG696878357,98,49
ENSSG468026030,93,89
ENSSG383810618,104,103
ENSSG025822092,106,104
ENSSG152537804,98,99
ENSSG101117434,91,92
ENSSG946071732,106,104
ENSSG874936443,105,109
ENSSG069983826,103,98
ENSSG752498468,104,107
ENSSG259633427,118,118
ENSSG373692923,108,107
ENSSG698813206,85,89
ENSSG039455346,102,101
ENSSG741248036,89,93
ENSSG985462487,98,101
ENSSG661173436,104,100
ENSSG899006154,98,94
ENSSG555501735,91,88
ENSSG360053144,97,97
ENSSG336774646,90,94
ENSSG906656045,94,99
ENSSG821919369,92,91
ENSSG433761403,107,104
ENSSG092719586,91,96
ENSSG063899350,110,114
ENSSG389198158,111,114
ENSSG898100244,97,97
ENSSG478862533,111,222
ENSSG082888946,119,114
ENSSG440903402,99,101
ENSSG174704285,81,162
ENSSG935397855,104,102
ENSSG331028494,106,110
ENSSG649971183,122,119
ENSSG353738876,95,99
ENSSG707748004,104,104
ENSSG164155500,98,100
ENSSG318981628,84,85
ENSSG182239090,100,102
ENSSG320264233,113,112
ENSSG406166464,90,91
ENSSG376342036,104,100
ENSSG930175604,89,93
ENSSG696615107,88,91
ENSSG387245109,113,113
ENSSG781840439,115,115
ENSSG625585539,99,103
ENSSG576153407,124,121
ENSSG776077743,107,112
ENSSG425873616,91,96
ENSSG425780143,112,116
ENSSG720704456,99,98
ENSSG141294199,96,100
ENSSG163492449,99,104
ENSSG735364521,110,115
ENSSG860420851,85,88
ENSSG638026322,112,56
ENSSG702574119,95,91
ENSSG437687239,97,102
ENSSG641363346,91,86
ENSSG384126216,111,115
ENSSG611326313,105,105
ENSSG515662763,95,92
ENSSG747119390,89,92
ENSSG798387384,100,95
ENSSG074959266,104,99
ENSSG218794697,96,93
ENSSG942101282,83,86
ENSSG390256517,89,86
ENSSG126802600,100,102
ENSSG373542480,95,95
ENSSG471527511,91,92
ENSSG052413373,115,114
ENSSG839382054,103,98
ENSSG796099778,98,103
ENSSG387266269,89,94
ENSSG950981756,85,80
ENSSG596208049,121,120
ENSSG233029414,94,91
ENSSG476576924,126,127
ENSSG712864327,88,85
ENSSG315627240,107,107
ENSSG434292001,88,91
ENSSG951837235,110,110
ENSSG402234659,108,113
ENSSG526331812,94,97
ENSSG151683638,89,93
ENSSG925383538,123,119
ENSSG550773635,87,83
ENSSG796486000,95,90
ENSSG754756132,93,91
ENSSG419991328,102,103
ENSSG022199731,108,54
ENSSG632487379,81,76
ENSSG421240295,95,100
ENSSG255535787,102,100
ENSSG078292251,100,98
ENSSG840567297,111,106
ENSSG836970630,99,98
ENSSG267118476,86,88
ENSSG641313386,105,107
ENSSG887091109,90,45
ENSSG746837642,102,106
ENSSG927142626,103,98
ENSSG040995809,109,114
ENSSG935614600,95,95
ENSSG876080273,94,91
ENSSG929032552,105,106
ENSSG693816539,90,88
ENSSG295910117,106,103
ENSSG985985683,125,123
ENSSG163936143,97,98
ENSSG412483239,120,119
ENSSG099979688,103,106
ENSSG731347397,96,192
ENSSG981889504,88,87
ENSSG823351321,106,110
ENSSG113768088,99,102
ENSSG348010642,109,110
ENSSG163801427,92,96
ENSSG591508426,97,92
ENSSG451740968,102,102
ENSSG084035429,86,81
ENSSG154701680,129,131
ENSSG523990471,91,45
ENSSG264404645,92,87
ENSSG609158080,100,96
ENSSG405371844,101,104
ENSSG162114481,102,106
ENSSG656422390,108,103
ENSSG249010398,91,95
ENSSG054035092,108,107
ENSSG873460315,89,91
ENSSG597201740,106,104
